OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AK,USGS Alaska Water Science Center,USGS-603308150445901,SB00500806CAAA1  002,Well,,19020302,,,,,60.55165490000000,-150.7519320000000,25000,5,seconds,Interpolated from MAP.,NAD83,187.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19801113,163,ft,163,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603309150445401,SB00500806DBBB1  004,Well,,19020302,,,,,60.55193270000000,-150.7505430000000,25000,5,seconds,Interpolated from MAP.,NAD83,189.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19801115,125,ft,125,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603309151054001,SB00501006DBAB1  026,Well,,19020302,,,,,60.55192990000000,-151.0966708000000,25000,5,seconds,Interpolated from MAP.,NAD83,74.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19841121,68,ft,69,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603309151061701,SB00501006CABA1  027,Well,,19020302,,,,,60.55192986000000,-151.1069490000000,25000,5,seconds,Interpolated from MAP.,NAD83,74.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Unconfined single aquifer,19830630,51,ft,51,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603309151062001,SB00501006CABB1  016,Well,,19020302,,,,,60.55192987000000,-151.1077824000000,25000,5,seconds,Interpolated from MAP.,NAD83,74.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19870515,78,ft,78,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603309151130101,SB00501104CAAA1  005,Well,,19020302,,,,,60.55192937000000,-151.2191735000000,63360,5,seconds,Interpolated from MAP.,NAD83,25.,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19810522,90,ft,90,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603309151135501,SB00501105DAAA1,Well,,19020302,,,,,60.55192928000000,-151.2341737000000,63360,10,seconds,Interpolated from MAP.,NAD83,,,,,,,US,02,122,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603310150443701,SB00500806DBAB1  014,Well,,19020302,,,,,60.55221050000000,-150.7458207000000,25000,5,seconds,Interpolated from MAP.,NAD83,114.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19900709,70,ft,70,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603310150473501,SB00500902DAAA1  008,Well,,19020302,,,,,60.55221006000000,-150.7952673000000,25000,5,seconds,Interpolated from MAP.,NAD83,287.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19800922,59,ft,59,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603310150473601,SB00500902DAAA2  008,Well,,19020302,,,,,60.55221000000000,-150.7955450000000,25000,5,seconds,Interpolated from MAP.,NAD83,287.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19900705,96,ft,96,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603310150483901,SB00500902CABA1  015,Well,,19020302,,,,,60.55220988000000,-150.8130458000000,25000,5,seconds,Interpolated from MAP.,NAD83,271.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19790717,343,ft,343,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603310150503901,SB00500903CBAA1  002,Well: Test hole not completed as a well,,19020302,,,,,60.55220960000000,-150.8463806000000,25000,5,seconds,Interpolated from MAP.,NAD83,287.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19840808,,,9,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603310150514201,SB00500904DBAB1  001,Well,,19020302,,,,,60.55220938000000,-150.8638814000000,63360,10,seconds,Interpolated from MAP.,NAD83,325.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19650101,100,ft,100,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603310151082001,SB00501101CBAB1  027,Well,,19020302,,,,,60.55220759000000,-151.1411167000000,25000,5,seconds,Interpolated from MAP.,NAD83,41.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19911024,35,ft,35.01,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603311151045801,SB00501005BCCD1  002,Well,,19020302,,,,,60.55276318000000,-151.0841704000000,63360,10,seconds,Interpolated from MAP.,NAD83,110.00,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,85.0,ft,85.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603312150435401,SB00500805BCCD1  004,Well,,19020302,,,,,60.55276610000000,-150.7338758000000,25000,5,seconds,Interpolated from MAP.,NAD83,197.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19770707,201.5,ft,204,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603312151044901,SB00501005BCDB1  003,Well,,19020302,,,,,60.55359650000000,-151.0833370000000,63360,10,seconds,Interpolated from MAP.,NAD83,110.00,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,85.0,ft,85.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603312151081601,SB00501101BCDC1  023,Well,,19020302,,,,,60.55276316000000,-151.1400056000000,25000,5,seconds,Interpolated from MAP.,NAD83,66.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19910623,34.5,ft,34.5,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603312151133701,SB00501104CBAB1  004,Well,,19020302,,,,,60.55276268000000,-151.2291737000000,6000,10,seconds,Interpolated from MAP.,NAD83,25.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,62.0,ft,62.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603312151133702,SB00501104CBAB2  004,Well,,19020302,,,,,60.55276268000000,-151.2291737000000,6000,10,seconds,Interpolated from MAP.,NAD83,25.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19700101,59.0,ft,60.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603313150480101,SB00500902ACDD1  005,Well,,19020302,,,,,60.55304330000000,-150.8024899000000,25000,5,seconds,Interpolated from MAP.,NAD83,353.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19691103,200,ft,200,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603313151080401,SB00501101BDCC1  021,Well,,19020302,,,,,60.55304096000000,-151.1366722000000,25000,5,seconds,Interpolated from MAP.,NAD83,33.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19860501,144,ft,145,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603313151081401,SB00501101BCDD1  015,Well,,19020302,,,,,60.55304090000000,-151.1394500000000,25000,5,seconds,Interpolated from MAP.,NAD83,57.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19910613,34,ft,34.01,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603313151152201,SB00501105BCCC1  008,Well,,19020302,,,,,60.55304018000000,-151.2583408000000,6000,10,seconds,Interpolated from MAP.,NAD83,81.00,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19560101,186,ft,186,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603314151062501,SB00501006BCDD1  009,Well,,19020302,,,,,60.55304099000000,-151.1091714000000,63360,10,seconds,Interpolated from MAP.,NAD83,50.00,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19650801,72.0,ft,72.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603315150554701,SB00500906BDCD1  001,Well,,19020302,,,,,60.55359740000000,-150.9319408000000,63360,10,seconds,Interpolated from MAP.,NAD83,200.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19800205,34.0,ft,36.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603315151061401,SB00501006DBCA1  033,Well,,19020302,,,,,60.55359660000000,-151.1061157000000,25000,5,seconds,Interpolated from MAP.,NAD83,66.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19811006,45.75,ft,46,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603315151083501,SB00501101BCCB3  012,Well,,19020302,,,,,60.55359648000000,-151.1452835000000,25000,5,seconds,Interpolated from MAP.,NAD83,66.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Unconfined single aquifer,19870202,40,ft,40,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603315151083801,SB00501102ADDA1  009,Well,,19020302,,,,,60.55359648000000,-151.1461169000000,25000,5,seconds,Interpolated from MAP.,NAD83,57.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Unconfined single aquifer,19830606,30,ft,30,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603315151151301,SB00501105BCDD1  001,Well,,19020302,,,,,60.55359580000000,-151.2558408000000,6000,10,seconds,Interpolated from MAP.,NAD83,80.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19550901,170,ft,170,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603316150324601,SB00500705BDDA1  001,Well: Test hole not completed as a well,,19020302,,,,,60.55387680000000,-150.5483115000000,25000,5,seconds,Interpolated from MAP.,NAD83,336.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19820609,100.0,ft,100,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603316150440601,SB00500806ADDA1  001,Well,,19020302,,,,,60.55387720000000,-150.7372093000000,25000,5,seconds,Interpolated from MAP.,NAD83,172.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19790921,94,ft,94,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603316151050301,SB00501005BCCB2  005,Well,,19020302,,,,,60.55387430000000,-151.0863927000000,25000,5,seconds,Interpolated from MAP.,NAD83,107.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Bedrock,,19870331,70,ft,70,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603316151050501,SB00501005BCCB1  005,Well,,19020302,,,,,60.55359650000000,-151.0869483000000,63360,10,seconds,Interpolated from MAP.,NAD83,110.00,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,44.0,ft,44.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603316151081501,SB00501101BCDA2  008,Well,,19020302,,,,,60.55387429000000,-151.1397279000000,25000,5,seconds,Interpolated from MAP.,NAD83,57.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19850521,35,ft,38,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603316151083401,SB00501101BCCB1  012,Well,,19020302,,,,,60.55387427000000,-151.1450057000000,25000,5,seconds,Interpolated from MAP.,NAD83,57.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,1990,30,ft,30,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603316151141701,SB00501105ADCB1  006,Well,,19020302,,,,,60.55387378000000,-151.2402850000000,63360,10,seconds,Interpolated from MAP.,NAD83,75.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,1943,187,ft,187,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603316151141702,SB00501105ADCB2  006,Well,,19020302,,,,,60.55387378000000,-151.2402850000000,63360,10,seconds,Interpolated from MAP.,NAD83,78.00,feet,25,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19430101,28.0,ft,28.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603316151141703,SB00501105ADCB3  006,Well,,19020302,,,,,60.55387378000000,-151.2402850000000,6000,10,seconds,Interpolated from MAP.,NAD83,78.00,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,28.0,ft,28.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603317151042901,SB00501005DBCA1  026,Well,,19020302,,,,,60.55415208000000,-151.0769479000000,25000,5,seconds,Interpolated from MAP.,NAD83,123.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Unconfined single aquifer,19830823,68,ft,68,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603317151060101,SB00501006BDDA1  014,Well,,19020302,,,,,60.55415210000000,-151.1025045000000,25000,5,seconds,Interpolated from MAP.,NAD83,57.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19861102,115,ft,115.01,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603317151081801,SB00501101BCDA1  008,Well,,19020302,,,,,60.55415207000000,-151.1405612000000,25000,5,seconds,Interpolated from MAP.,NAD83,41.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19841014,84,ft,84,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603317151142101,SB00501105ACDA1  007,Well,,19020302,,,,,60.55415156000000,-151.2413962000000,6000,10,seconds,Interpolated from MAP.,NAD83,78.00,feet,1,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19620401,38.0,ft,38.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603317151150601,SB00501105BDCA1  002,Well,,19020302,,,,,60.55415146000000,-151.2538964000000,6000,10,seconds,Interpolated from MAP.,NAD83,78.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19530501,110,ft,115,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603318151043601,SB00501005BDBD1  006,Well,,19020302,,,,,60.55442987000000,-151.0791702000000,63360,10,seconds,Interpolated from MAP.,NAD83,125.00,feet,12,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19680701,79.0,ft,79.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603318151083501,SB00501101BCCB2  012,Well,,19020302,,,,,60.55442980000000,-151.1452835000000,25000,5,seconds,Interpolated from MAP.,NAD83,41.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19750707,30,ft,30,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603318151154301,SB00501106ADDB1  001,Well,,19020302,,,,,60.55387338000000,-151.2650075000000,6000,10,seconds,Interpolated from MAP.,NAD83,79.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19550901,147,ft,147,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603319150474201,SB00500902ADAD1  004,Well,,19020302,,,,,60.55471008000000,-150.7972119000000,25000,5,seconds,Interpolated from MAP.,NAD83,320.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19830627,100,ft,100,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603319150524601,SB00500904BCBC1  005,Well,,19020302,,,,,60.55470920000000,-150.8816600000000,25000,5,seconds,Interpolated from MAP.,NAD83,303.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Unconfined single aquifer,19810105,117,ft,117,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603320150503101,SB00500903BDBC1  007,Well,,19020302,,,,,60.55498740000000,-150.8441584000000,25000,5,seconds,Interpolated from MAP.,NAD83,295.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19750503,92,ft,92,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603320151024501,SB00501004BDBD1  001,Well,,19020302,,,,,60.55498539000000,-151.0480579000000,25000,5,seconds,Interpolated from MAP.,NAD83,246.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19890913,216,ft,216.01,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603322151063201,SB00501006BCAB2  010,Well,,19020302,,,,,60.55554100000000,-151.1111160000000,25000,5,seconds,Interpolated from MAP.,NAD83,66.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19900704,93,ft,94,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603322151063501,SB00501006BCAB1  010,Well,,19020302,,,,,60.55554100000000,-151.1119494000000,6000,10,seconds,Interpolated from MAP.,NAD83,62.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19680828,177,ft,177,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603322151063701,SB00501006BCAB3  010,Well,,19020302,,,,,60.55554100000000,-151.1125049000000,25000,5,seconds,Interpolated from MAP.,NAD83,66.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Unconfined single aquifer,19721018,48,ft,48,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603322151134601,SB00501104BCBB1  006,Well,,19020302,,,,,60.55554060000000,-151.2316739000000,25000,5,seconds,Interpolated from MAP.,NAD83,90.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,1990,60,ft,60.01,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603322151140201,SB00501105ADAC1  009,Well,,19020302,,,,,60.55554050000000,-151.2361184000000,63360,10,seconds,Interpolated from MAP.,NAD83,78.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19780804,111,ft,111,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603324150465501,SB00500901BACD3  011,Well,,19020302,,,,,60.55609910000000,-150.7841558000000,25000,5,seconds,Interpolated from MAP.,NAD83,285.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19750809,67,ft,67,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603324151061601,SB00501006BDBA1  015,Well,,19020302,,,,,60.55609659000000,-151.1066714000000,25000,5,seconds,Interpolated from MAP.,NAD83,57.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19850724,78.5,ft,78.5,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603324151064801,SB00501006BBCC1  017,Well,,19020302,,,,,60.55609660000000,-151.1155606000000,25000,5,seconds,Interpolated from MAP.,NAD83,57.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19861114,56,ft,56,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603324151145001,SB00501105BDAA1  003,Well,,19020302,,,,,60.55609600000000,-151.2494519000000,6000,10,seconds,Interpolated from MAP.,NAD83,80.00,feet,5,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,,41.0,ft,41.0,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603325150464701,SB00500901BADC5  016,Well,,19020302,,,,,60.55637690000000,-150.7819335000000,25000,5,seconds,Interpolated from MAP.,NAD83,282.75,feet,.01,feet,Level or other surveyed method.,NGVD29,US,02,122,,Quaternary System,Unconfined single aquifer,19921015,62.5,ft,62.5,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603325151035701,SB00501005ABDC1  010,Well,,19020302,,,,,60.55637430000000,-151.0680587000000,25000,5,seconds,Interpolated from MAP.,NAD83,123.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19880916,58,ft,58,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603325151060901,SB00501006BADC1  034,Well,,19020302,,,,,60.55637437000000,-151.1047269000000,25000,5,seconds,Interpolated from MAP.,NAD83,57.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Confined single aquifer,19850920,70,ft,70,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603325151070201,SB00501001AADC2  009,Well,,19020302,,,,,60.55637439000000,-151.1194497000000,25000,5,seconds,Interpolated from MAP.,NAD83,238.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,1974,39,ft,39,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603325151070801,SB00501001AACD1  007,Well,,19020302,,,,,60.55637439000000,-151.1211164000000,25000,5,seconds,Interpolated from MAP.,NAD83,221.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,1974,30,ft,30,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603325151071201,SB00501101AACC1  016,Well,,19020302,,,,,60.55637439000000,-151.1222276000000,25000,5,seconds,Interpolated from MAP.,NAD83,41.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,1991,36,ft,36,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603325151071202,SB00501001AACC1  006,Well,,19020302,,,,,60.55637439000000,-151.1222276000000,25000,5,seconds,Interpolated from MAP.,NAD83,205.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19730828,36,ft,36,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603325151071301,SB00501001AACC2  006,Well,,19020302,,,,,60.55637439000000,-151.1225054000000,25000,5,seconds,Interpolated from MAP.,NAD83,205.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,1974,36,ft,36,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603325151074901,SB00501101BADD1  014,Well,,19020302,,,,,60.55637437000000,-151.1325056000000,25000,5,seconds,Interpolated from MAP.,NAD83,25.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19830714,50,ft,50,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603325151075901,SB00501101BACD1  020,Well,,19020302,,,,,60.55637440000000,-151.1352835000000,25000,5,seconds,Interpolated from MAP.,NAD83,41.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,Unconfined single aquifer,19831031,31,ft,31,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603325151081601,SB00501101BBDC1  009,Well,,19020302,,,,,60.55637430000000,-151.1400058000000,25000,5,seconds,Interpolated from MAP.,NAD83,41.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19850719,48,ft,48,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603326150434001,SB00500805BBDD1  001,Well,,19020302,,,,,60.55665510000000,-150.7299868000000,25000,5,seconds,Interpolated from MAP.,NAD83,189.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,19770903,199,ft,199,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603326150464301,SB00500901BADD1  026,Well,,19020302,,,,,60.55665470000000,-150.7808223000000,25000,5,seconds,Interpolated from MAP.,NAD83,281.7,feet,.1,feet,Level or other surveyed method.,NGVD29,US,02,122,,Quaternary System,,19900131,140,ft,142,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603326150464601,SB00500901BADD2  026,Well,,19020302,,,,,60.55665470000000,-150.7816557000000,25000,5,seconds,Interpolated from MAP.,NAD83,282.67,feet,.1,feet,Level or other surveyed method.,NGVD29,US,02,122,,Quaternary System,,19851106,85,ft,85,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603326150465001,SB00500901BADC2  016,Well,,19020302,,,,,60.55665470000000,-150.7827668000000,25000,5,seconds,Interpolated from MAP.,NAD83,276.9,feet,.1,feet,Level or other surveyed method.,NGVD29,US,02,122,,,,197508,30,ft,30,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603326150470001,SB00500901BACC1  012,Well,,19020302,,,,,60.55665467000000,-150.7855447000000,25000,5,seconds,Interpolated from MAP.,NAD83,316.5,feet,.1,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,1976,87,ft,87,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603326150470002,SB00500901BACC2  012,Well,,19020302,,,,,60.55665467000000,-150.7855447000000,25000,5,seconds,Interpolated from MAP.,NAD83,303.9,feet,.1,feet,Level or other surveyed method.,NGVD29,US,02,122,,Quaternary System,,19891213,84,ft,85,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603326150472801,SB00500901BBCC1  022,Well,,19020302,,,,,60.55665459000000,-150.7933229000000,25000,5,seconds,Interpolated from MAP.,NAD83,353.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,1987,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603326151032901,SB00501005AADC1  015,Well,,19020302,,,,,60.55665209000000,-151.0602807000000,25000,5,seconds,Interpolated from MAP.,NAD83,205.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,19901015,104,ft,104,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603326151042301,SB00501005BADC1  025,Well,,19020302,,,,,60.55665210000000,-151.0752813000000,25000,5,seconds,Interpolated from MAP.,NAD83,139.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,,,1975,100,ft,100,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603327150373001,SB00500802ABDD1  005,Well,,19020302,,,,,60.55693330000000,-150.6272048000000,25000,5,seconds,Interpolated from MAP.,NAD83,254.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,02,122,,Quaternary System,,198207,63,ft,63,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603327150464801,SB00500901BADC1  016,Well,,19020302,,,,,60.55693249000000,-150.7822113000000,25000,5,seconds,Interpolated from MAP.,NAD83,281.22,feet,.1,feet,Level or other surveyed method.,NGVD29,US,02,122,,Quaternary System,,19851106,60,ft,60,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603327150465001,SB00500901BADC4  016,Well,,19020302,,,,,60.55693248000000,-150.7827668000000,25000,5,seconds,Interpolated from MAP.,NAD83,287.5,feet,.1,feet,Level or other surveyed method.,NGVD29,US,02,122,,,,19831122,30,ft,30,ft,NWIS
USGS-AK,USGS Alaska Water Science Center,USGS-603327150465301,SB00500901BADC3  016,Well,,19020302,,,,,60.55693247000000,-150.7836002000000,25000,5,seconds,Interpolated from MAP.,NAD83,292.65,feet,.1,feet,Level or other surveyed method.,NGVD29,US,02,122,,,,198010,151,ft,151,ft,NWIS
